selection_index,candidate_id,source_dataset,edit_type,instruction_original,local_caption,source_split,source_shard,source_row,source_record_id,source_group_id,scene_group_id,reference_categories,selection_tier,selection_focus
405,cb_train-00003-of-00007_0182,CompBench,remove,remove the rightmost monkey,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,182,62132822/3/00014.png,cb-src-fc669d67af9e160e4687,cb-scene-62132822,extreme,B,extreme_or_superlative_instance
406,cb_train-00003-of-00007_0184,CompBench,remove,remove the leftmost fish,stone and tank wall,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,184,62372d4c/1/00071.png,cb-src-c6124ed08a5d1e4c8593,cb-scene-62372d4c,extreme,B,extreme_or_superlative_instance
407,cb_train-00003-of-00007_0187,CompBench,remove,remove the car on the uppermost,floor and glass,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,187,64044df1/4/00017.png,cb-src-45620d6f0f56ff7af897,cb-scene-64044df1,extreme,B,extreme_or_superlative_instance
408,cb_train-00003-of-00007_0199,CompBench,remove,remove the rightmost sheep,yellow grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,199,6ff85ca5/1/00000.png,cb-src-b5da14b7a0925e4100cf,cb-scene-6ff85ca5,extreme,B,extreme_or_superlative_instance
409,cb_train-00003-of-00007_0219,CompBench,remove,remove the rightmost cow,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,219,77110e80/3/00051.png,cb-src-c21778b4a9b8dfda644c,cb-scene-77110e80,extreme,B,extreme_or_superlative_instance
410,cb_train-00003-of-00007_0224,CompBench,remove,remove the leftmost black dog,ground and grass,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,224,780e7a99/5/00023.png,cb-src-ef6288929f6486f89ad5,cb-scene-780e7a99,extreme,B,extreme_or_superlative_instance
411,cb_train-00003-of-00007_0243,CompBench,remove,remove the rightmost rabbit,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,243,7be91184/4/00000.png,cb-src-5f5945c3a1458ff142f8,cb-scene-7be91184,extreme,B,extreme_or_superlative_instance
412,cb_train-00003-of-00007_0257,CompBench,remove,remove the rightmost sheep,a white sheep and snowy ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,257,7c78e351/1/00002.png,cb-src-8ded778dd9058fc56000,cb-scene-7c78e351,extreme,B,extreme_or_superlative_instance
413,cb_train-00003-of-00007_0271,CompBench,remove,remove the rightmost elephant,grass and sky,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,271,7edd8b4f/0/00000.png,cb-src-1b8ebe53ac84d1a928a4,cb-scene-7edd8b4f,extreme,B,extreme_or_superlative_instance
414,cb_train-00003-of-00007_0276,CompBench,remove,remove the leftmost zebra,green grass and shrubs,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,276,7fe2bf77/1/00047.png,cb-src-d2b3cf89ce5fa703969c,cb-scene-7fe2bf77,extreme,B,extreme_or_superlative_instance
415,cb_train-00003-of-00007_0296,CompBench,remove,remove the rightmost tiger,glass and floor,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,296,80fb79c6/0/00080.png,cb-src-80c8959e1b9120b90958,cb-scene-80fb79c6,extreme,B,extreme_or_superlative_instance
416,cb_train-00003-of-00007_0316,CompBench,remove,remove the leftmost monkey,wall and floor,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,316,83b7c53c/1/00038.png,cb-src-f536397226a83a925348,cb-scene-83b7c53c,extreme,B,extreme_or_superlative_instance
417,cb_train-00003-of-00007_0318,CompBench,remove,remove the leftmost monkey,rocks and iron fence,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,318,83b7c53c/3/00029.png,cb-src-13a2cd1c0306f18d6082,cb-scene-83b7c53c,extreme,B,extreme_or_superlative_instance
418,cb_train-00004-of-00007_0030,CompBench,remove,remove the chicken on the uppermost,floor and yellow-blue bucket,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,30,8745edd0/6/00038.png,cb-src-0dcb2f0a8b437c2c520b,cb-scene-8745edd0,extreme,B,extreme_or_superlative_instance
419,cb_train-00004-of-00007_0032,CompBench,remove,remove the rightmost black duck,ground and a white duck,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,32,87fc565c/0/00083.png,cb-src-644608eeee669dcb4021,cb-scene-87fc565c,extreme,B,extreme_or_superlative_instance
420,cb_train-00004-of-00007_0042,CompBench,remove,remove the sheep on the uppermost,muddy ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,42,886ed981/1/00005.png,cb-src-3a75a32b5388546cf03b,cb-scene-886ed981,extreme,B,extreme_or_superlative_instance
421,cb_train-00004-of-00007_0045,CompBench,remove,remove the leftmost person,white wall and hillside,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,45,89fd5681/0/00007.png,cb-src-6b8b689daef50a3bfdfc,cb-scene-89fd5681,extreme,B,extreme_or_superlative_instance
422,cb_train-00004-of-00007_0046,CompBench,remove,remove the leftmost person,hood and shelter,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,46,89fd5681/0/00010.png,cb-src-d1490018a7e10b3d9ec0,cb-scene-89fd5681,extreme,B,extreme_or_superlative_instance
423,cb_train-00004-of-00007_0047,CompBench,remove,remove the leftmost person,black car and white wall,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,47,89fd5681/0/00013.png,cb-src-c64850d294cedb3e2468,cb-scene-89fd5681,extreme,B,extreme_or_superlative_instance
424,cb_train-00004-of-00007_0054,CompBench,remove,remove the rightmost zebra,land,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,54,8cf49218/1/00023.png,cb-src-8c0d71c5d902633cde1c,cb-scene-8cf49218,extreme,B,extreme_or_superlative_instance
425,cb_train-00004-of-00007_0092,CompBench,remove,remove the rightmost rabbit,paperbox wall and green grass,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,92,91b754c5/0/00026.png,cb-src-030375ac75b9e9e42d68,cb-scene-91b754c5,extreme,B,extreme_or_superlative_instance
426,cb_train-00004-of-00007_0094,CompBench,remove,remove the leftmost rabbit,yellow cardboard and green grass,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,94,91b754c5/2/00013.png,cb-src-2e2420cc3513e127646e,cb-scene-91b754c5,extreme,B,extreme_or_superlative_instance
427,cb_train-00004-of-00007_0107,CompBench,remove,remove the rightmost rabbit,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,107,93e22d48/6/00008.png,cb-src-cc2815c28e2521590989,cb-scene-93e22d48,extreme,B,extreme_or_superlative_instance
428,cb_train-00004-of-00007_0111,CompBench,remove,remove the bird in the farthest distance,green bird and brown table surface,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,111,94767cb4/0/00005.png,cb-src-2fd6fb4aa6b4bd711a4d,cb-scene-94767cb4,extreme,B,extreme_or_superlative_instance
429,cb_train-00004-of-00007_0113,CompBench,remove,remove the rightmost turtle,green water,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,113,94f7c53e/1/00037.png,cb-src-173b02511bab7876a0e1,cb-scene-94f7c53e,extreme,B,extreme_or_superlative_instance
430,cb_train-00004-of-00007_0121,CompBench,remove,remove the bottommost turtle,blue water,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,121,962ae0e2/0/00016.png,cb-src-c8481297ac2057b5a617,cb-scene-962ae0e2,extreme,B,extreme_or_superlative_instance
431,cb_train-00004-of-00007_0134,CompBench,remove,remove the leftmost rat,wall and floor,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,134,96b2a414/0/00000.png,cb-src-60276fa8e99261b12d55,cb-scene-96b2a414,extreme,B,extreme_or_superlative_instance
432,cb_train-00004-of-00007_0139,CompBench,remove,remove the leftmost sheep,wall,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,139,98b0033d/0/00034.png,cb-src-553a7aed92216a115f54,cb-scene-98b0033d,extreme,B,extreme_or_superlative_instance
433,cb_train-00004-of-00007_0156,CompBench,remove,remove the leftmost bird,green grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,156,999e07cb/1/00013.png,cb-src-95ebc94efab0a7fb8378,cb-scene-999e07cb,extreme,B,extreme_or_superlative_instance
434,cb_train-00004-of-00007_0192,CompBench,remove,remove the red-clothed person on the leftmost,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,192,a034feb2/1/00145.png,cb-src-cbf77b4697de525237d6,cb-scene-a034feb2,extreme,B,extreme_or_superlative_instance
435,cb_train-00004-of-00007_0193,CompBench,remove,remove the red-clothed person on the leftmost,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,193,a034feb2/1/00148.png,cb-src-6cbb92bb51da1dd8c7cf,cb-scene-a034feb2,extreme,B,extreme_or_superlative_instance
436,cb_train-00004-of-00007_0196,CompBench,remove,remove the rightmost chicken,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,196,a25316a3/1/00007.png,cb-src-44e0c67f27d6daa98d57,cb-scene-a25316a3,extreme,B,extreme_or_superlative_instance
437,cb_train-00004-of-00007_0202,CompBench,remove,remove the leftmost rabbit,green plants and wall,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,202,a38d648a/0/00001.png,cb-src-a01caa48dba09e1508f4,cb-scene-a38d648a,extreme,B,extreme_or_superlative_instance
438,cb_train-00004-of-00007_0218,CompBench,remove,remove the leftmost black fish,blue water,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,218,a3f0cb28/0/00007.png,cb-src-df0d73866657dea3e666,cb-scene-a3f0cb28,extreme,B,extreme_or_superlative_instance
439,cb_train-00004-of-00007_0219,CompBench,remove,remove the fish at the farthest distance,blue fish tank wall,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,219,a3f0cb28/0/00015.png,cb-src-9c62a1e04c71d571b875,cb-scene-a3f0cb28,extreme,B,extreme_or_superlative_instance
440,cb_train-00004-of-00007_0220,CompBench,remove,remove the rightmost elephant,a young elephant and muddy ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,220,a4457543/0/00016.png,cb-src-dc2024d53d248cab0252,cb-scene-a4457543,extreme,B,extreme_or_superlative_instance
441,cb_train-00004-of-00007_0225,CompBench,remove,remove the leftmost airplane,sky,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,225,a6adef89/0/00006.png,cb-src-1ec112fe558c0b59271f,cb-scene-a6adef89,extreme,B,extreme_or_superlative_instance
442,cb_train-00004-of-00007_0262,CompBench,remove,remove the leftmost zebra,ground and a zebra,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,262,aa348c45/0/00020.png,cb-src-2d1288b0676f1fa1c572,cb-scene-aa348c45,extreme,B,extreme_or_superlative_instance
443,cb_train-00004-of-00007_0267,CompBench,remove,remove the bird on the uppermost,green trees,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,267,aa911a8e/0/00046.png,cb-src-7005236f3a7d81721a3e,cb-scene-aa911a8e,extreme,B,extreme_or_superlative_instance
444,cb_train-00004-of-00007_0287,CompBench,remove,remove the rightmost dog,yellow grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,287,ac7deb19/1/00006.png,cb-src-1135cb39ba61ff796edb,cb-scene-ac7deb19,extreme,B,extreme_or_superlative_instance
445,cb_train-00004-of-00007_0296,CompBench,remove,remove the white ship on the rightmost,water and shore,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,296,ade9ee91/1/00039.png,cb-src-2b35d9ebf477516ac2f9,cb-scene-ade9ee91,extreme,B,extreme_or_superlative_instance
446,cb_train-00004-of-00007_0297,CompBench,remove,remove the rightmost boat,water and shore,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,297,ade9ee91/1/00065.png,cb-src-8e0fbcf7b898d288bbbf,cb-scene-ade9ee91,extreme,B,extreme_or_superlative_instance
447,cb_train-00004-of-00007_0306,CompBench,remove,remove the rightmost cat,a yellow cat and a cat bed,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,306,b12701b7/2/00010.png,cb-src-ca2d410a25d42273c42a,cb-scene-b12701b7,extreme,B,extreme_or_superlative_instance
448,cb_train-00004-of-00007_0328,CompBench,remove,remove the leftmost person,road,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,328,b604f2dd/1/00062.png,cb-src-6f5f4048a14a703fb86b,cb-scene-b604f2dd,extreme,B,extreme_or_superlative_instance
449,cb_train-00004-of-00007_0334,CompBench,remove,remove the rabbit on the uppermost,ground and wire mesh,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,334,b6520a94/5/00108.png,cb-src-eaa31d14d57765e467f7,cb-scene-b6520a94,extreme,B,extreme_or_superlative_instance
450,cb_train-00004-of-00007_0337,CompBench,remove,remove the rightmost tiger,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,337,b6f03bd9/0/00011.png,cb-src-e50c4e771fca2b82a0d9,cb-scene-b6f03bd9,extreme,B,extreme_or_superlative_instance
451,cb_train-00004-of-00007_0338,CompBench,remove,remove the leftmost tiger,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,338,b6f03bd9/0/00040.png,cb-src-2c3aa40202d04590c70f,cb-scene-b6f03bd9,extreme,B,extreme_or_superlative_instance
452,cb_train-00004-of-00007_0346,CompBench,remove,remove the rightmost bear,ground and trees,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,346,ba28d02e/0/00004.png,cb-src-fe9c7dcbd584503e0036,cb-scene-ba28d02e,extreme,B,extreme_or_superlative_instance
453,cb_train-00004-of-00007_0387,CompBench,remove,remove the leftmost giraffe,trees and fence,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,387,c33adbc2/0/00038.png,cb-src-ffe42b9f504a474919db,cb-scene-c33adbc2,extreme,B,extreme_or_superlative_instance
454,cb_train-00004-of-00007_0388,CompBench,remove,remove the leftmost zebra in the foreground,zebra and grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,388,c409ca4d/0/00011.png,cb-src-dbb73697ff186a7dd2ab,cb-scene-c409ca4d,extreme,B,extreme_or_superlative_instance
455,cb_train-00004-of-00007_0390,CompBench,remove,remove the rightmost cat,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,390,c4aa176c/1/00155.png,cb-src-3310ead0ed9954eaab7f,cb-scene-c4aa176c,extreme,B,extreme_or_superlative_instance
456,cb_train-00004-of-00007_0403,CompBench,remove,remove the leftmost horse,road surface,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,403,c8f0fd41/0/00011.png,cb-src-254b6e47d5a29d6145d6,cb-scene-c8f0fd41,extreme,B,extreme_or_superlative_instance
457,cb_train-00004-of-00007_0404,CompBench,remove,remove the leftmost cow,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,404,c9351029/0/00004.png,cb-src-549516d62a782344400d,cb-scene-c9351029,extreme,B,extreme_or_superlative_instance
458,cb_train-00004-of-00007_0406,CompBench,remove,remove the leftmost cow,floor and gray wall,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,406,c9351029/0/00013.png,cb-src-c05d77df6570fb83b3d2,cb-scene-c9351029,extreme,B,extreme_or_superlative_instance
459,cb_train-00004-of-00007_0408,CompBench,remove,remove the rightmost bird,white wall surface,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,408,ca74a924/1/00001.png,cb-src-565d83870536984ce7a4,cb-scene-ca74a924,extreme,B,extreme_or_superlative_instance
460,cb_train-00005-of-00007_0001,CompBench,remove,remove the rightmost horse,floor and white railing,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,1,cb8eedf4/0/00015.png,cb-src-273a2193c139bb16c64c,cb-scene-cb8eedf4,extreme,B,extreme_or_superlative_instance
461,cb_train-00005-of-00007_0011,CompBench,remove,remove the rightmost cat,wooden floor,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,11,ced51047/0/00057.png,cb-src-d63ff8e1a214032a525a,cb-scene-ced51047,extreme,B,extreme_or_superlative_instance
462,cb_train-00005-of-00007_0048,CompBench,remove,remove the person on the rightmost,powder blue foamed ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,48,d0696759/0/00035.png,cb-src-1d71394818dc74a22be6,cb-scene-d0696759,extreme,B,extreme_or_superlative_instance
463,cb_train-00005-of-00007_0056,CompBench,remove,remove the leftmost deer,grass and stones,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,56,d0b507c3/0/00024.png,cb-src-d8d87d72175b34d53ff9,cb-scene-d0b507c3,extreme,B,extreme_or_superlative_instance
464,cb_train-00005-of-00007_0088,CompBench,remove,remove the leftmost turtle,inside the fish tank,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,88,dd3f4a07/1/00013.png,cb-src-5cb81d2c700700a72d48,cb-scene-dd3f4a07,extreme,B,extreme_or_superlative_instance
465,cb_train-00005-of-00007_0091,CompBench,remove,remove the rightmost sheep,wilted grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,91,dd5a4739/1/00022.png,cb-src-e4a38fec3d4925ae17a2,cb-scene-dd5a4739,extreme,B,extreme_or_superlative_instance
466,cb_train-00005-of-00007_0092,CompBench,remove,remove the leftmost sheep,ground and sky,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,92,dd5a4739/2/00021.png,cb-src-ae81c79c57cb7a64b0bf,cb-scene-dd5a4739,extreme,B,extreme_or_superlative_instance
467,cb_train-00005-of-00007_0093,CompBench,remove,remove the leftmost sheep,ground and sky,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,93,dd5a4739/3/00028.png,cb-src-b414b81d9713f6d11309,cb-scene-dd5a4739,extreme,B,extreme_or_superlative_instance
468,cb_train-00005-of-00007_0094,CompBench,remove,remove the leftmost rabbit,muddy ground and stool legs,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,94,ddbebec1/0/00010.png,cb-src-29888fa2dd14a1348092,cb-scene-ddbebec1,extreme,B,extreme_or_superlative_instance
469,cb_train-00005-of-00007_0096,CompBench,remove,remove the chicken in the farthest distance,floor and wall,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,96,de2f2a6a/1/00079.png,cb-src-fefb126772f11c600901,cb-scene-de2f2a6a,extreme,B,extreme_or_superlative_instance
470,cb_train-00005-of-00007_0101,CompBench,remove,remove the leftmost zebra,grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,101,e15e4de8/0/00058.png,cb-src-57558fec5f1a6b280b26,cb-scene-e15e4de8,extreme,B,extreme_or_superlative_instance
471,cb_train-00005-of-00007_0133,CompBench,remove,remove the chicken in the farthest distance,muddy ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,133,e6348d2c/0/00077.png,cb-src-02451c00015b673d2587,cb-scene-e6348d2c,extreme,B,extreme_or_superlative_instance
472,cb_train-00005-of-00007_0154,CompBench,remove,remove the leftmost pigeon,gray floor,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,154,ec27366a/1/00002.png,cb-src-6efa60509004bb32c0c9,cb-scene-ec27366a,extreme,B,extreme_or_superlative_instance
473,cb_train-00005-of-00007_0169,CompBench,remove,remove the leftmost elephant,ground and tree,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,169,efa25913/1/00001.png,cb-src-1fa9daf92dd5bdb7d10d,cb-scene-efa25913,extreme,B,extreme_or_superlative_instance
474,cb_train-00005-of-00007_0170,CompBench,remove,remove the rightmost tiger,muddy ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,170,efe9cbca/0/00001.png,cb-src-faeb22d8bc9cccbb376f,cb-scene-efe9cbca,extreme,B,extreme_or_superlative_instance
475,cb_train-00005-of-00007_0172,CompBench,remove,remove the rightmost tiger,ground and hay stack,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,172,efe9cbca/1/00063.png,cb-src-19efe2acbc46e0cec09b,cb-scene-efe9cbca,extreme,B,extreme_or_superlative_instance
476,cb_train-00005-of-00007_0173,CompBench,remove,remove the rightmost rabbit,brown rabbit and green ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,173,f0617f71/1/00067.png,cb-src-d86578ff306579dac82e,cb-scene-f0617f71,extreme,B,extreme_or_superlative_instance
477,cb_train-00005-of-00007_0176,CompBench,remove,remove the leftmost monkey,grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,176,f33d3c15/1/00016.png,cb-src-528c66ca808464dd9793,cb-scene-f33d3c15,extreme,B,extreme_or_superlative_instance
478,cb_train-00005-of-00007_0184,CompBench,remove,remove the leftmost panda,green grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,184,f5d2d8d3/0/00024.png,cb-src-492509e8a865fff1edd7,cb-scene-f5d2d8d3,extreme,B,extreme_or_superlative_instance
479,cb_train-00005-of-00007_0188,CompBench,remove,remove the rightmost duck,muddy land,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,188,f6f441eb/2/00013.png,cb-src-8855de056131d956e70e,cb-scene-f6f441eb,extreme,B,extreme_or_superlative_instance
480,cb_train-00005-of-00007_0189,CompBench,remove,remove the rightmost giraffe,muddy land and sky,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,189,f6f8b4a6/0/00046.png,cb-src-f24524a12c5ed77e7f5b,cb-scene-f6f8b4a6,extreme,B,extreme_or_superlative_instance
481,cb_train-00005-of-00007_0190,CompBench,remove,remove the leftmost giraffe,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,190,f6f8b4a6/1/00000.png,cb-src-ab183d010288e165d688,cb-scene-f6f8b4a6,extreme,B,extreme_or_superlative_instance
482,cb_train-00005-of-00007_0191,CompBench,remove,remove the leftmost giraffe,ground and sky,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,191,f6f8b4a6/1/00004.png,cb-src-4a73477cee985ffe94b5,cb-scene-f6f8b4a6,extreme,B,extreme_or_superlative_instance
483,cb_train-00005-of-00007_0209,CompBench,remove,remove the leftmost cat,floor and chair legs,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,209,fa95a6a2/0/00002.png,cb-src-973593180f340bd884ee,cb-scene-fa95a6a2,extreme,B,extreme_or_superlative_instance
484,cb_train-00005-of-00007_0210,CompBench,remove,remove the rightmost sheep,grassland and trees,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,210,faf7d852/0/00036.png,cb-src-3bc2ca1d2bb20d387777,cb-scene-faf7d852,extreme,B,extreme_or_superlative_instance
485,cb_train-00005-of-00007_0212,CompBench,remove,remove the person on the rightmost,wooden railing,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,212,fbfb6e30/1/00017.png,cb-src-a7cf2b7c6f2d903c7fd1,cb-scene-fbfb6e30,extreme,B,extreme_or_superlative_instance
486,cb_train-00005-of-00007_0219,CompBench,remove,remove the leftmost tiger,ground and rocks,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,219,fc4c1c67/1/00000.png,cb-src-d61aefa285c9e717ed91,cb-scene-fc4c1c67,extreme,B,extreme_or_superlative_instance
487,cb_train-00005-of-00007_0232,CompBench,remove,remove the rightmost giraffe,grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,232,fe470104/10/00023.png,cb-src-92d3cf901f3914b8d6c9,cb-scene-fe470104,extreme,B,extreme_or_superlative_instance
488,cb_train-00005-of-00007_0233,CompBench,remove,remove the rightmost tiger,ground and rocks,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,233,fee3371f/0/00011.png,cb-src-b83517ed3d53fc97361b,cb-scene-fee3371f,extreme,B,extreme_or_superlative_instance
489,cb_train-00005-of-00007_0234,CompBench,remove,remove the rightmost tiger,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,234,fee3371f/0/00015.png,cb-src-d62ed21f0394c9e7181d,cb-scene-fee3371f,extreme,B,extreme_or_superlative_instance
